PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,final_type,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2025-07-18,18:38:39.35,4,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Calarco, Anthony",702125,Left,SCH_BOO,Undefined,1,Top,2,0,1,Undefined,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.25383,-0.81824,-3.366715,2194.429339,225.82542,1:30,5.68703,1.75301,5.60161,-20.79659,13.50123,12.66942,Sinker,3.18871,-0.33796,82.57158,-4.725703,-1.109938,0.421507,,,,,,,,,,,,-7.38406,7.42126,-1.47252,50,5.60359,7.19162,-132.15923,-2.59329,-12.94763,30.42055,-19.1612,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,555161d0-6430-11f0-b8c1-3d0ab3898546,89.42307,,,8.68225,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:38:39.35,2025-07-18T18:38:39.3543680-05:00,2025-07-18T23:38:39.3543680Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,8f3d23fa-e34a-440c-91d9-ed8ea79e2a06,54.897,-133.28166,15.21028,5.68623,-1.8863,-9.5806,-1.74669,7.66935,-6.47381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2025-07-18,18:39:03.12,4,3,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Calarco, Anthony",702125,Left,SCH_BOO,Undefined,1,Top,2,0,2,Undefined,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.85974,0.083156,-0.872678,2512.549896,68.618847,8:15,5.8062,1.91324,4.88842,-51.15837,-4.05701,-14.42997,Slider,1.62169,-0.1149,72.02508,-9.136355,-3.419444,0.493956,,,,,,,,,,,,6.87662,-1.59732,-1.81473,50,5.77107,2.3437,-114.32887,-1.71318,8.99809,23.32025,-34.26418,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,63bfd710-6430-11f0-b8c1-3d0ab3898546,76.30732,,,6.83466,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:39:03.12,2025-07-18T18:39:03.1221248-05:00,2025-07-18T23:39:03.1221248Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,b09626fb-316e-4792-9553-7b14094f16e0,55.61405,-115.46832,11.66013,5.81387,-0.039,-17.13209,-1.9185,1.90405,4.49904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2025-07-18,18:41:37.25,1,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Alvarez, Jose",672905,Right,GAT_GRI,Undefined,1,Bottom,0,0,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.6893,-1.778755,-1.633623,2166.096988,220.653627,1:15,6.20185,1.56533,5.66107,-21.30044,17.30099,13.73993,Fastball,2.76683,1.18647,78.00953,-5.786979,0.821859,0.44717,103.82032,6.960654,-42.202323,2451.732793,76.21189,6.95166,-79.31971,164.75723,164.65933,-48.412677,1.285135,-7.50394,9.70489,-1.43617,50,6.03804,2.97936,-124.30795,-4.51818,-11.67183,26.30065,-17.07877,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,bf807500-6430-11f0-b8c1-3d0ab3898546,84.29099,7.8889,,7.67976,,,,2.38906,2.96287,-1.35399,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:41:37.25,2025-07-18T18:41:37.2581888-05:00,2025-07-18T23:41:37.2581888Z,LineDrive,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,332ea969-95fb-465f-8919-e7ebbac0227d,54.84023,-125.32785,13.15033,6.20041,-3.85589,-8.53939,-1.56048,3.43198,-5.83592,,2.38906,111.96647,-29.03252,6.83878,-1.62636,0.34176,-0.06822,0.01137,-0.00107,2.96287,18.4532,-18.26491,2.03731,-0.39422,0.08489,-0.01596,0.00271,-0.00029,-1.35399,-101.53328,3.89442,1.84191,-0.94453,0.33084,-0.09083,0.01868,-0.00203,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
14,2025-07-18,18:41:59.83,1,2,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Alvarez, Jose",672905,Right,GAT_GRI,Undefined,1,Bottom,0,0,1,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.36022,0.01873,-2.779216,2148.620647,180.933128,12:00,6.13708,1.7824,5.32937,-40.78805,4.08173,0.04043,Slider,2.75567,-0.82413,72.79544,-7.45804,-2.772039,0.482112,,,,,,,,,,,,-0.9065,2.53795,-1.53098,50,6.10983,5.64598,-116.33984,-1.37142,-1.22502,24.67392,-28.74428,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,ccd8e660-6430-11f0-b8c1-3d0ab3898546,78.18186,,,7.56478,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:41:59.83,2025-07-18T18:41:59.8312448-05:00,2025-07-18T23:41:59.8312448Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,beda0cdd-044a-4d13-b16e-59faec998946,55.16868,-117.43092,12.33696,6.14237,-0.10035,-14.37214,-1.78185,5.70015,-0.61251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2025-07-18,18:42:13.10,1,3,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Alvarez, Jose",672905,Right,GAT_GRI,Undefined,1,Bottom,0,0,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.59796,-1.931969,-2.674122,2207.965431,143.432193,10:45,6.14566,1.44562,5.72495,-38.92211,4.31095,-2.22902,Slider,1.1,-1.23273,74.55552,-9.040159,-3.073039,0.473238,,,,,,,,,,,,0.41689,3.12295,-1.22078,50,5.96007,5.54755,-116.94021,-5.22051,0.57912,21.40205,-27.83596,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,d4e17ac0-6430-11f0-b8c1-3d0ab3898546,79.648,,,6.04244,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:42:13.10,2025-07-18T18:42:13.1018752-05:00,2025-07-18T23:42:13.1018752Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,177d6365-7d95-403f-9007-db232ffe4421,54.77665,-117.81118,10.70103,6.14947,-4.08772,-13.91798,-1.44606,5.52399,0.28956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2025-07-18,18:42:29.86,1,4,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Alvarez, Jose",672905,Right,GAT_GRI,Undefined,1,Bottom,0,1,2,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,86.88899,-1.609893,-2.800158,2330.110133,218.219368,1:15,6.18915,1.47149,5.80308,-20.57029,16.84584,12.26327,Fastball,2.97546,-0.113,78.96489,-5.497053,-0.605497,0.440251,96.85699,-9.999936,8.420887,,,,,15.43434,15.36422,8.455781,0.10478,-7.10059,9.45123,-1.2488,50,6.04462,5.65165,-125.96718,-4.16663,-11.33599,27.11804,-17.0853,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,ded6eb00-6430-11f0-b8c1-3d0ab3898546,85.61571,2.87867,,7.9241,,,,1.02089,2.87867,0.08246,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:42:29.86,2025-07-18T18:42:29.8662912-05:00,2025-07-18T23:42:29.8662912Z,GroundBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,4175f14d-1604-402b-8a7a-d10459d24225,54.69739,-126.9744,13.55902,6.18759,-3.53205,-8.54265,-1.46654,6.0727,-5.668,334.604067,1.02099,138.37696,-23.1101,,,,,,,2.87893,-24.69992,-26.51548,,,,,,,0.08239,20.4971,3.60303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
17,2025-07-18,18:43:04.41,2,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Diaz, Abdiel",1000404734,Right,GAT_GRI,Undefined,1,Bottom,1,0,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.52252,-2.771564,-2.69207,2252.003583,221.121692,1:15,6.19819,1.71545,5.40613,-22.55033,15.51855,12.48603,Fastball,1.71713,0.23162,79.36485,-6.952897,-0.472621,0.444075,68.48576,19.306876,-170.010036,2669.824058,-108.17732,9.51718,-19.93846,138.41247,46.76246,-169.605101,1.683717,-7.07205,8.94056,-1.48478,50,5.93537,5.36675,-125.39112,-6.83338,-11.27789,24.96578,-17.91643,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,f36b51f0-6430-11f0-b8c1-3d0ab3898546,84.87852,14.53222,,7.15767,,,,3.21191,1.82094,-0.24669,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:43:04.41,2025-07-18T18:43:04.4157440-05:00,2025-07-18T23:43:04.4157440Z,LineDrive,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,44a34536-68b2-400c-93ab-ee78712e757a,55.09617,-126.40171,12.48289,6.19731,-6.10814,-8.95822,-1.71126,5.82326,-5.63895,0.645791,3.2119,-93.35838,6.73283,-0.35444,-0.08862,0.25614,-0.19769,0.07864,-0.01278,1.82094,33.21015,-23.12252,2.14794,-0.42934,0.10036,-0.02329,0.00637,-0.00095,-0.24669,-16.44479,1.2389,-0.15276,0.01049,0.02711,-0.02378,0.00966,-0.00157,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
18,2025-07-18,18:43:27.81,2,2,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Diaz, Abdiel",1000404734,Right,GAT_GRI,Undefined,1,Bottom,1,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.78495,-0.937874,-2.599942,1553.83102,230.124844,1:45,6.16237,1.79316,5.69524,-34.99978,9.11371,9.28642,Changeup,2.37069,0.14233,73.46929,-7.386292,-0.939743,0.478032,,,,,,,,,,,,-5.43087,5.29457,-1.58052,50,6.06158,4.90355,-115.81076,-3.00638,-7.40145,20.92329,-24.95837,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,016a8aa0-6431-11f0-b8c1-3d0ab3898546,78.84916,,,6.31565,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:43:27.81,2025-07-18T18:43:27.8178816-05:00,2025-07-18T23:43:27.8178816Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,afce8e8c-6334-4584-8676-782964fec93c,54.80634,-116.67588,10.46164,6.16455,-1.97442,-12.47918,-1.7896,5.20958,-3.70072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2025-07-18,18:43:45.37,2,3,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Diaz, Abdiel",1000404734,Right,GAT_GRI,Undefined,1,Bottom,1,0,2,Undefined,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,80.22996,-1.138588,-1.53265,1648.743322,249.602489,2:15,6.18083,1.71193,5.66356,-38.39282,5.4817,10.94087,Changeup,1.91917,1.19412,73.62078,-8.191456,0.425572,0.476736,59.48278,-63.68112,103.769069,,,,,2.48216,2.96205,-4.153859,0.026786,-6.0387,3.50134,-1.58951,50,6.06009,2.6977,-116.47714,-3.56091,-8.26968,22.52473,-27.37919,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,0be44610-6431-11f0-b8c1-3d0ab3898546,79.06361,2.10371,,6.60918,,,,2.7233,2.10371,-1.19047,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:43:45.37,2025-07-18T18:43:45.3779968-05:00,2025-07-18T23:43:45.3779968Z,GroundBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,a839bb55-1c48-4ccc-baae-9759d16bc0c7,54.83868,-117.40913,11.26236,6.18399,-2.42806,-13.6896,-1.70822,3.03987,-4.13484,,2.72347,-9.24603,,,,,,,,2.10517,-78.53651,,,,,,,,-1.19117,37.73101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
20,2025-07-18,18:44:22.91,3,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Shallenberger, Mark",805961,Left,GAT_GRI,Undefined,1,Bottom,2,0,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.99496,-1.829869,-2.7118,2239.074723,220.494844,1:15,6.17532,1.69093,5.6687,-22.33048,15.30548,11.9452,Fastball,2.60575,0.15593,78.8826,-6.024516,-0.578799,0.441543,97.45643,14.901803,50.601181,3983.603682,63.81848,20.43776,89.59452,229.65597,178.66281,60.845212,2.188531,-6.94611,8.72453,-1.46958,50,6.0067,5.47208,-126.06175,-4.74244,-11.06618,28.01007,-18.27454,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,22381040-6431-11f0-b8c1-3d0ab3898546,85.36531,20.66242,,8.11237,,,,2.41125,2.89326,-0.05054,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:44:22.91,2025-07-18T18:44:22.9117952-05:00,2025-07-18T23:44:22.9117952Z,LineDrive,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,f57fecef-732b-4839-a9d2-275e4ecce0fe,54.83231,-127.13092,14.00504,6.17441,-4.04488,-9.13727,-1.68652,5.89449,-5.53309,,2.41119,87.67646,-25.48413,5.93753,-1.60728,0.47443,-0.12173,0.01799,-0.00093,2.89326,36.75766,-20.89041,2.28364,-0.45917,0.08602,-0.01058,0.00067,-1e-05,-0.0505,106.73593,-7.14463,-0.23517,0.42956,-0.23935,0.08161,-0.01549,0.00118,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
21,2025-07-18,18:44:41.31,3,2,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Shallenberger, Mark",805961,Left,GAT_GRI,Undefined,1,Bottom,2,0,1,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.23451,-1.679957,-0.727508,2158.522387,248.219158,2:15,6.04312,1.91504,5.42401,-30.11966,7.29788,15.27485,Fastball,1.95897,2.50645,79.95429,-7.205819,1.993895,0.44026,,,,,,,,,,,,-7.85784,4.52327,-1.86123,50,5.87323,0.93252,-126.59453,-4.80662,-12.73405,26.17977,-24.84383,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,2d363df0-6431-11f0-b8c1-3d0ab3898546,85.61408,,,7.28022,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:44:41.31,2025-07-18T18:44:41.3154816-05:00,2025-07-18T23:44:41.3154816Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,1a1ab816-bdeb-4d45-abf3-904713fbe6f3,55.07667,-127.64007,13.08989,6.04538,-3.81443,-12.42192,-1.90863,1.44108,-6.36702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2025-07-18,18:44:56.53,3,3,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Shallenberger, Mark",805961,Left,GAT_GRI,Undefined,1,Bottom,2,1,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.69591,-0.300453,-1.618825,1561.390503,247.031692,2:15,6.21087,1.73267,5.54234,-36.09581,7.19587,13.87942,Changeup,2.92197,1.37589,74.29149,-6.930531,0.857824,0.473558,,,,,,,,,,,,-7.43563,4.12882,-1.60169,50,6.16089,2.75838,-117.20612,-1.81453,-10.38512,21.31324,-26.40746,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,362dc630-6431-11f0-b8c1-3d0ab3898546,79.59406,,,6.40442,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:44:56.53,2025-07-18T18:44:56.5395456-05:00,2025-07-18T23:44:56.5395456Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,d7336306-5169-49c4-996d-1feb095dd14e,54.95925,-118.10448,10.65662,6.21392,-0.70143,-13.20373,-1.72718,3.19612,-5.19256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2025-07-18,18:45:12.22,3,4,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Shallenberger, Mark",805961,Left,GAT_GRI,Undefined,1,Bottom,2,2,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.61665,-1.733671,-2.981809,1676.243298,258.133086,2:30,6.09914,1.73556,5.43274,-40.39357,4.34579,14.21461,Changeup,1.10666,0.12501,73.62759,-9.080754,-0.450301,0.481411,,,,,,,,,,,,-8.01241,3.02244,-1.48153,50,5.91702,5.46595,-115.50133,-4.85659,-10.87127,20.62825,-28.0732,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,3f9db2c0-6431-11f0-b8c1-3d0ab3898546,78.2957,,,5.98906,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:45:12.22,2025-07-18T18:45:12.2200064-05:00,2025-07-18T23:45:12.2200064Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,f1e8d5d6-75c5-4fce-8c86-54fee8766532,55.07082,-116.40344,10.31412,6.10257,-3.6289,-14.0366,-1.73096,5.94138,-5.43564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2025-07-18,18:45:38.24,3,5,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Shallenberger, Mark",805961,Left,GAT_GRI,Undefined,1,Bottom,2,2,2,Undefined,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,87.52518,-2.039933,-1.917112,2286.112443,239.928563,2:00,6.0736,1.83495,5.51007,-26.24486,10.63745,16.42273,Fastball,1.97694,1.40998,80.54747,-6.876256,1.011237,0.437099,,,,,,,,,,,,-8.81729,6.25874,-1.67904,50,5.87786,3.546,-127.03918,-5.44579,-14.47231,24.9635,-21.90121,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,4f19ee80-6431-11f0-b8c1-3d0ab3898546,86.2331,,,6.97771,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:45:38.24,2025-07-18T18:45:38.2488064-05:00,2025-07-18T23:45:38.2488064Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,650672ee-5b19-4e5b-b293-9527ed9119f4,54.99225,-128.01641,12.48175,6.07426,-4.58844,-10.9506,-1.82894,4.11254,-7.23616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2025-07-18,18:48:14.55,1,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Fedko, Christian",1000027196,Right,SCH_BOO,Undefined,2,Top,0,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.93681,-1.187353,-2.776446,2112.508136,231.294649,1:45,5.80527,1.67383,5.77164,-23.51946,11.34922,12.72757,Sinker,2.73888,0.14861,81.9363,-5.580661,-0.49926,0.425,,,,,,,,,,,,-7.23433,6.47103,-1.45162,50,5.69285,5.7617,-130.42157,-3.49996,-12.41902,28.28371,-21.06541,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,ac2cd600-6431-11f0-b8c1-3d0ab3898546,88.68805,,,8.00051,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:48:14.55,2025-07-18T18:48:14.5571328-05:00,2025-07-18T23:48:14.5571328Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,7c09864d-f389-486c-9ba2-7b0661874bec,54.72782,-131.44286,14.14185,5.8055,-2.73931,-10.53271,-1.66777,6.21014,-6.20951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2025-07-18,18:48:31.04,1,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Fedko, Christian",1000027196,Right,SCH_BOO,Undefined,2,Top,0,0,1,Undefined,Slider,InPlay,Undefined,LineDrive,Double,0,0,,79.22264,-0.051943,-1.291091,2470.229817,93.597282,9:00,5.83991,1.82873,4.98074,-44.76739,2.25732,-7.79032,Slider,2.06023,-0.04001,71.41891,-8.205334,-2.667096,0.493554,99.78522,17.218869,-32.273996,2242.948018,90.98592,28.15343,-61.81867,296.61979,247.05302,-39.654473,3.124213,3.43457,1.59677,-1.69735,50,5.79859,2.90936,-114.67375,-1.69776,4.47299,25.54636,-30.09451,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,b6255380-6431-11f0-b8c1-3d0ab3898546,76.36948,32.8972,,7.80373,,,,2.37284,2.17948,0.0706,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:48:31.04,2025-07-18T18:48:31.0433280-05:00,2025-07-18T23:48:31.0433280Z,LineDrive,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,acf27fc8-cf7d-4b0b-85e0-816cfcaa0d54,55.51877,-115.89667,12.77318,5.84538,-0.25711,-15.04726,-1.83149,2.69524,2.2365,,2.37309,118.18572,-24.07505,5.11065,-1.10161,0.23592,-0.05126,0.00817,-0.0006,2.17935,43.32809,-16.75817,1.31374,-0.26561,0.04921,-0.0024,-0.00071,0.0001,0.07081,-74.65238,5.60958,-0.45767,0.03649,0.01283,-0.01118,0.00302,-0.00029,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
27,2025-07-18,18:49:21.35,2,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,2,Top,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.67598,-1.031248,-1.894884,2156.911559,229.154625,1:45,5.72329,1.77222,5.45067,-22.42273,12.19075,12.80764,Sinker,2.88862,1.06484,82.74538,-5.201117,0.384705,0.423442,,,,,,,,,,,,-6.95725,6.76327,-1.61385,50,5.61698,3.76492,-131.55074,-3.16543,-12.176,28.24155,-20.33753,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,d3feed80-6431-11f0-b8c1-3d0ab3898546,89.01434,,,7.9306,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-18,23:49:21.35,2025-07-18T18:49:21.3526528-05:00,2025-07-18T23:49:21.3526528Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,bfd8d8cc-da66-4d70-a86b-8953202ab66a,55.04947,-132.63034,14.12078,5.72313,-2.38798,-10.16877,-1.76666,4.23038,-6.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
